url,strategy,performance,accessibility,best_practices,seo,error
https://www.bebeclub.co.id/tools/bebestory,mobile,48,88,75,92,
https://www.bebeclub.co.id/tools/allergy-checker,desktop,54,91,78,100,
https://www.bebeclub.co.id/tools/allergy-checker,mobile,50,93,93,100,
https://www.bebeclub.co.id/tools/growth-tracker,desktop,48,85,78,85,
https://www.bebeclub.co.id/tools/growth-tracker,mobile,65,87,96,85,
https://www.bebeclub.co.id/promo-event,desktop,43,92,74,100,
https://www.bebeclub.co.id/promo-event,mobile,63,91,89,100,
https://www.bebeclub.co.id/artikel?topik=pencernaan,desktop,40,92,74,69,
https://www.bebeclub.co.id/artikel?topik=pencernaan,mobile,63,95,93,69,
https://bebeclub.co.id/hebatnya-bebelac,desktop,34,93,56,92,
https://bebeclub.co.id/hebatnya-bebelac,mobile,0,0,0,0,400 Client Error: Bad Request for url: https://www.googleapis.com/pagespeedonline/v5/runPagespeed?url=https%3A%2F%2Fbebeclub.co.id%2Fhebatnya-bebelac&strategy=mobile&category=performance&category=accessibility&category=best-practices&category=seo&locale=en&key=AIzaSyD4jgQLbVjvz12YitAdLbzGFPDKO9L0oB4
https://www.bebeclub.co.id/artikel,desktop,0,0,0,0,400 Client Error: Bad Request for url: https://www.googleapis.com/pagespeedonline/v5/runPagespeed?url=https%3A%2F%2Fwww.bebeclub.co.id%2Fartikel&strategy=desktop&category=performance&category=accessibility&category=best-practices&category=seo&locale=en&key=AIzaSyD4jgQLbVjvz12YitAdLbzGFPDKO9L0oB4
https://www.bebeclub.co.id/artikel,mobile,0,0,0,0,400 Client Error: Bad Request for url: https://www.googleapis.com/pagespeedonline/v5/runPagespeed?url=https%3A%2F%2Fwww.bebeclub.co.id%2Fartikel&strategy=mobile&category=performance&category=accessibility&category=best-practices&category=seo&locale=en&key=AIzaSyD4jgQLbVjvz12YitAdLbzGFPDKO9L0oB4
https://www.bebeclub.co.id/artikel?kategori=ibu,desktop,42,92,74,69,
https://www.bebeclub.co.id/artikel?kategori=ibu,mobile,62,95,93,69,
https://www.bebeclub.co.id/artikel/nutrisi/7-9-bulan/makanan-tinggi-serat-untuk-bayi-yang-mudah-disajikan,desktop,40,86,74,92,
https://www.bebeclub.co.id/artikel/nutrisi/7-9-bulan/makanan-tinggi-serat-untuk-bayi-yang-mudah-disajikan,mobile,64,88,96,92,
https://www.bebeclub.co.id/artikel/tag/pencernaan,desktop,24,92,78,100,
https://www.bebeclub.co.id/artikel/tag/pencernaan,mobile,39,95,96,100,
https://www.bebeclub.co.id/syarat-ketentuan,desktop,51,89,78,100,
https://www.bebeclub.co.id/syarat-ketentuan,mobile,63,91,96,100,
https://www.bebeclub.co.id/kebijakan-privasi,desktop,61,87,78,100,
https://www.bebeclub.co.id/kebijakan-privasi,mobile,63,89,96,100,
https://www.bebeclub.co.id/faq,desktop,69,92,78,100,
https://www.bebeclub.co.id/faq,mobile,69,95,96,100,
https://www.bebeclub.co.id/kontak-kami,desktop,62,85,78,100,
https://www.bebeclub.co.id/kontak-kami,mobile,73,87,96,100,
https://www.bebeclub.co.id/tim-penulis,desktop,71,92,78,100,
https://www.bebeclub.co.id/tim-penulis,mobile,68,96,93,100,
https://www.bebeclub.co.id/tim-ahli,desktop,43,92,74,100,
https://www.bebeclub.co.id/tim-ahli,mobile,62,96,93,100,
